file_path,vul_id,line_no,severity,vul_name,,,,,
CWE113_HTTP_Response_Splitting__URLConnection_setHeaderServlet_08.java,113,113,3,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),,,,,
CWE113_HTTP_Response_Splitting__URLConnection_setHeaderServlet_09.java,113,100,3,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),,,,,
CWE113_HTTP_Response_Splitting__URLConnection_setHeaderServlet_10.java,113,100,3,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),,,,,
CWE113_HTTP_Response_Splitting__URLConnection_setHeaderServlet_11.java,113,53,3,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),,,,,
CWE113_HTTP_Response_Splitting__URLConnection_setHeaderServlet_12.java,113,53,3,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),,,,,
CWE113_HTTP_Response_Splitting__URLConnection_setHeaderServlet_13.java,113,100,3,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),,,,,
CWE113_HTTP_Response_Splitting__URLConnection_setHeaderServlet_14.java,113,53,3,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),,,,,
CWE113_HTTP_Response_Splitting__URLConnection_setHeaderServlet_15.java,113,103,3,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),,,,,
CWE113_HTTP_Response_Splitting__URLConnection_setHeaderServlet_16.java,113,54,3,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),,,,,
CWE113_HTTP_Response_Splitting__URLConnection_setHeaderServlet_17.java,113,100,3,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),,,,,
CWE113_HTTP_Response_Splitting__URLConnection_setHeaderServlet_21.java,113,58,3,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),,,,,
CWE113_HTTP_Response_Splitting__URLConnection_setHeaderServlet_22a.java,113,57,3,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),,,,,
CWE113_HTTP_Response_Splitting__URLConnection_setHeaderServlet_31.java,113,100,3,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),,,,,
CWE113_HTTP_Response_Splitting__URLConnection_setHeaderServlet_41.java,113,66,3,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),,,,,
CWE113_HTTP_Response_Splitting__URLConnection_setHeaderServlet_42.java,113,100,3,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),,,,,
CWE113_HTTP_Response_Splitting__URLConnection_setHeaderServlet_45.java,113,71,3,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),,,,,
CWE113_HTTP_Response_Splitting__URLConnection_setHeaderServlet_51a.java,113,53,3,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),,,,,
CWE113_HTTP_Response_Splitting__URLConnection_setHeaderServlet_52a.java,113,53,3,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),,,,,
CWE113_HTTP_Response_Splitting__URLConnection_setHeaderServlet_53a.java,113,53,3,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),,,,,
CWE113_HTTP_Response_Splitting__URLConnection_setHeaderServlet_54a.java,113,53,3,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),,,,,
CWE113_HTTP_Response_Splitting__URLConnection_setHeaderServlet_61a.java,113,34,3,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),,,,,
CWE113_HTTP_Response_Splitting__URLConnection_setHeaderServlet_66a.java,113,53,3,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),,,,,
CWE113_HTTP_Response_Splitting__URLConnection_setHeaderServlet_67a.java,113,58,3,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),,,,,
CWE113_HTTP_Response_Splitting__URLConnection_setHeaderServlet_68a.java,113,54,3,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),,,,,
CWE113_HTTP_Response_Splitting__URLConnection_setHeaderServlet_71a.java,113,53,3,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),,,,,
CWE113_HTTP_Response_Splitting__URLConnection_setHeaderServlet_72a.java,113,54,3,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),,,,,
CWE113_HTTP_Response_Splitting__URLConnection_setHeaderServlet_73a.java,113,54,3,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),,,,,
CWE113_HTTP_Response_Splitting__URLConnection_setHeaderServlet_74a.java,113,54,3,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),,,,,
CWE113_HTTP_Response_Splitting__URLConnection_setHeaderServlet_75a.java,113,56,3,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),,,,,
CWE113_HTTP_Response_Splitting__URLConnection_setHeaderServlet_81_bad.java,113,53,3,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),,,,,
CWE114_Process_Control__basic_01.java,114,29,3,Process Control,,,,,
CWE114_Process_Control__basic_02.java,114,29,3,Process Control,,,,,
CWE114_Process_Control__basic_03.java,114,29,3,Process Control,,,,,
CWE114_Process_Control__basic_04.java,114,36,3,Process Control,,,,,
CWE114_Process_Control__basic_05.java,114,36,3,Process Control,,,,,
CWE114_Process_Control__basic_06.java,114,35,3,Process Control,,,,,
CWE114_Process_Control__basic_07.java,114,35,3,Process Control,,,,,
CWE114_Process_Control__basic_08.java,114,43,3,Process Control,,,,,
CWE114_Process_Control__basic_09.java,114,29,3,Process Control,,,,,
CWE114_Process_Control__basic_10.java,114,29,3,Process Control,,,,,
CWE114_Process_Control__basic_11.java,114,29,3,Process Control,,,,,
CWE114_Process_Control__basic_12.java,114,29,3,Process Control,,,,,
CWE114_Process_Control__basic_13.java,114,29,3,Process Control,,,,,
CWE114_Process_Control__basic_14.java,114,29,3,Process Control,,,,,
CWE114_Process_Control__basic_15.java,114,30,3,Process Control,,,,,
CWE114_Process_Control__basic_16.java,114,29,3,Process Control,,,,,
CWE114_Process_Control__basic_17.java,114,29,3,Process Control,,,,,
CWE129_Improper_Validation_of_Array_Index__Environment_array_read_check_max_01.java,129,54,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__Environment_array_read_check_max_02.java,129,62,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__Environment_array_read_check_max_03.java,129,62,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__Environment_array_read_check_max_04.java,129,42,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__Environment_array_read_check_max_05.java,129,42,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__Environment_array_read_check_max_06.java,129,67,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__Environment_array_read_check_max_07.java,129,40,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__Environment_array_read_check_max_08.java,129,75,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__Environment_array_read_check_max_09.java,129,35,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__Environment_array_read_check_max_10.java,129,35,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__Environment_array_read_check_max_11.java,129,35,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__Environment_array_read_check_max_12.java,129,63,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__Environment_array_read_check_max_13.java,129,35,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__Environment_array_read_check_max_14.java,129,35,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__Environment_array_read_check_max_15.java,129,65,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__Environment_array_read_check_max_16.java,129,36,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__Environment_array_read_check_max_17.java,129,40,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__Environment_array_read_check_max_21.java,129,38,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__Environment_array_read_check_max_22a.java,129,39,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__Environment_array_read_check_max_31.java,129,37,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__Environment_array_read_check_max_41.java,129,53,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__Environment_array_read_check_max_42.java,129,61,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__Environment_array_read_check_max_45.java,129,58,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__Environment_array_read_check_max_51a.java,129,35,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__Environment_array_read_check_max_52a.java,129,35,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__Environment_array_read_check_max_53a.java,129,35,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__Environment_array_read_check_max_54a.java,129,35,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__Environment_array_read_check_max_61a.java,129,33,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__Environment_array_read_check_max_66a.java,129,35,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__Environment_array_read_check_max_67a.java,129,40,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__Environment_array_read_check_max_68a.java,129,36,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__Environment_array_read_check_max_71a.java,129,35,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__Environment_array_read_check_max_72a.java,129,36,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__Environment_array_read_check_max_73a.java,129,36,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__Environment_array_read_check_max_74a.java,129,36,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__Environment_array_read_check_max_75a.java,129,39,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__Environment_array_read_check_max_81_bad.java,129,35,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_check_max_01.java,129,55,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_check_max_02.java,129,122,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_check_max_03.java,129,51,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_check_max_04.java,129,129,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_check_max_05.java,129,58,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_check_max_06.java,129,127,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_check_max_07.java,129,56,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_check_max_08.java,129,64,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_check_max_09.java,129,51,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_check_max_10.java,129,51,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_check_max_11.java,129,51,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_check_max_12.java,129,51,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_check_max_13.java,129,51,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_check_max_14.java,129,51,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_check_max_15.java,129,53,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_check_max_16.java,129,118,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_check_max_17.java,129,124,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_check_max_21.java,129,58,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_check_max_22a.java,129,59,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_check_max_31.java,129,57,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_check_max_41.java,129,73,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_check_max_42.java,129,125,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_check_max_45.java,129,78,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_check_max_51a.java,129,55,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_check_max_52a.java,129,55,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_check_max_53a.java,129,55,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_check_max_54a.java,129,55,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_check_max_61a.java,129,33,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_check_max_66a.java,129,55,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_check_max_67a.java,129,60,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_check_max_68a.java,129,56,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_check_max_71a.java,129,55,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_check_max_72a.java,129,56,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_check_max_73a.java,129,56,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_check_max_74a.java,129,56,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_check_max_75a.java,129,58,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_check_max_81_bad.java,129,55,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_check_min_01.java,129,118,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_check_min_02.java,129,122,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_check_min_03.java,129,122,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_check_min_04.java,129,129,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_check_min_05.java,129,129,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_check_min_06.java,129,56,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_check_min_07.java,129,127,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_check_min_08.java,129,135,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_check_min_09.java,129,122,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_check_min_10.java,129,51,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_check_min_11.java,129,51,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_check_min_12.java,129,123,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_check_min_13.java,129,51,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_check_min_14.java,129,122,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_check_min_15.java,129,53,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_check_min_16.java,129,52,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_check_min_17.java,129,124,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_check_min_21.java,129,58,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_check_min_22a.java,129,59,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_check_min_31.java,129,57,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_check_min_41.java,129,73,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_check_min_42.java,129,125,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_check_min_45.java,129,78,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_check_min_51a.java,129,55,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_check_min_52a.java,129,55,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_check_min_53a.java,129,55,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_check_min_54a.java,129,55,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_check_min_61a.java,129,33,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_check_min_66a.java,129,55,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_check_min_67a.java,129,60,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_check_min_68a.java,129,56,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_check_min_71a.java,129,55,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_check_min_72a.java,129,56,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_check_min_73a.java,129,56,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_check_min_74a.java,129,56,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_check_min_75a.java,129,58,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_check_min_81_bad.java,129,55,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_no_check_01.java,129,55,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_no_check_02.java,129,122,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_no_check_03.java,129,51,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_no_check_04.java,129,58,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_no_check_05.java,129,58,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_no_check_06.java,129,56,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_no_check_07.java,129,127,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_no_check_08.java,129,64,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_no_check_09.java,129,122,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_no_check_10.java,129,51,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_no_check_11.java,129,51,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_no_check_12.java,129,123,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_no_check_13.java,129,122,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_no_check_14.java,129,122,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_no_check_15.java,129,125,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_no_check_16.java,129,52,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_no_check_17.java,129,60,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_no_check_21.java,129,58,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_no_check_22a.java,129,59,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_no_check_31.java,129,57,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_no_check_41.java,129,66,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_no_check_42.java,129,125,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_no_check_45.java,129,71,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_no_check_51a.java,129,55,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_no_check_52a.java,129,55,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_no_check_53a.java,129,55,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_no_check_54a.java,129,55,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_no_check_61a.java,129,33,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_no_check_66a.java,129,55,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_no_check_67a.java,129,60,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_no_check_68a.java,129,56,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_no_check_71a.java,129,55,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_no_check_72a.java,129,56,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_no_check_73a.java,129,56,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_no_check_74a.java,129,56,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_no_check_75a.java,129,58,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_no_check_81_bad.java,129,55,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_size_01.java,129,55,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_size_02.java,129,51,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_size_03.java,129,121,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_size_04.java,129,128,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_size_05.java,129,128,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_size_06.java,129,56,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_size_07.java,129,56,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_size_08.java,129,64,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_size_09.java,129,51,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_size_10.java,129,121,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_size_11.java,129,51,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_size_12.java,129,51,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_size_13.java,129,51,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_size_14.java,129,121,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_size_15.java,129,124,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_size_16.java,129,52,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_size_17.java,129,60,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_size_21.java,129,58,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_size_22a.java,129,59,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_size_31.java,129,124,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_size_41.java,129,76,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_size_42.java,129,124,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_size_45.java,129,81,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_size_51a.java,129,55,3,Improper Validation of Array Index,,,,,
CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_size_52a.java,129,55,3,Improper Validation of Array Index,,,,,
